,sentence,#aspect terms,aspect_terms,at_polarity
2906,मैं अपने birthday के लिए Ruby Foos गया और वहाँ अपना experience enjoy किया।,0,[],[]
2907,मैं इसे special occasion के लिए highly recommend करूंगा -- यह provide करता है और अच्छी setting और nice service देता है।,2,"['setting', 'service']","['positive', 'positive']"
2908,Burger शानदार भी था।,1,['Burger'],['positive']
2909,"उन्होने end में 15% discount दिया, जो enough नहीं था, जैसा कि वो जानते थे कि service horrible था।",2,"['discount', 'service']","['negative', 'negative']"
2910,"बस क्योंकि यह cheap है इसका मतलब यह नहीं कि portions small हैं या food nasty है, यह GREAT है।",2,"['portions', 'food']","['positive', 'positive']"
2911,Pizza शानदार था।,1,['Pizza'],['positive']
2912,और हर बार मैं वहाँ जाता हूँ तो सामने एक drunk idiots का bunch पहुँच जाता है।,0,[],[]
2913,मैंने पहले कभी Edamame pureed नहीं खाया था लेकिन मैंने सोचा यह innovative और tasty था (थोड़ा और salt use कर सकते थे)।,1,['Edamame pureed'],['positive']
2914,"हालाकि, यह service है जो मेरे mouth में bad taste दे जाता है।",1,['service'],['negative']
2915,"जब हमने उसे notify किया कि उसने specials को mention नहीं किया है, तो उसने apologize नहीं किया, लेकिन हमें बताया कि हमने बहुत अच्छा decision लिया है regardless.",1,['specials'],['neutral']
2916,हमारे द्वारा खाए गए appetizers और food के लिए price बेहद reasonable थी।,3,"['price', 'appetizers', 'food']","['positive', 'positive', 'positive']"
2917,"Vegetarian dishes के लिए Tamarind में dine ना करें, वे non-veg selections के लिए simply बराबर नहीं हैं।",2,"['Vegetarian dishes', 'non-veg selections']","['negative', 'positive']"
2918,Kenny owner वहाँ हमेशा रहता हैं और वो मेरी family को ऐसे treat करता हैं जैसे हम उसके family के part हों।,1,['owner'],['positive']
2919,उन्हे इसे kick out करने की जरूरत है जब तक कि sushi बहुत good है और place consistent है।,2,"['sushi', 'place']","['positive', 'positive']"
2920,हमें lunch के दौरान कुछ ही times wait करना पड़ा था लेकिन यह place बिलकुल wait करने के लिए worth है।,2,"['lunch', 'wait']","['neutral', 'positive']"
2921,कुल मिलाकर food average से ऊपर था और मैं वापस देखने जाऊंगा कि वो four या उससे कम dinners में कैसे operate करते हैं।,2,"['food', 'dinners']","['positive', 'neutral']"
2922,"Previous posts को judge करते हुए यह एक good place हुआ करता था, लेकिन अब नहीं है।",0,[],[]
2923,"Delicious food, excellent service, और एक pretty atmosphere इसे dinner के लिए एक great choice बनातें है और $5.99 lunch buffet इसे lunch के लिए और भी better choice बनाते हैं! ",6,"['food', 'service', 'atmosphere', 'lunch buffet', 'dinner', 'lunch']","['positive', 'positive', 'positive', 'positive', 'positive', 'positive']"
2924,"Appetizers के लिए, मैं इस shrimp fritters और dumplings को recommend करता हूँ।",3,"['Appetizers', 'shrimp fritters', 'dumplings']","['neutral', 'positive', 'positive']"
2925,And cheap!,0,[],[]
2926,बहुत nice people यहाँ work कर रहे हैं - लेकिन मुझे food का review करना है।,2,"['people', 'food']","['positive', 'neutral']"
